t[s],theta[rad],v[rad/s],a[rad/s^2],v0
4.505,-8.748582,-2.0815,6.139399,-6.262
4.506,-8.750657,-2.0754,6.123507,-6.262
4.507,-8.752726,-2.0693,6.107634,-6.262
4.508,-8.75479,-2.0632,6.091783,-6.262
4.509,-8.756847,-2.0571,6.075952,-6.262
4.51,-8.758898,-2.051,6.060143,-6.262
4.511,-8.760943,-2.0449,6.044355,-6.262
4.512,-8.762982,-2.0389,6.028589,-6.262
4.513,-8.765014,-2.0329,6.012844,-6.262
4.514,-8.767041,-2.0269,5.997121,-6.262
4.515,-8.769062,-2.0209,5.98142,-6.262
4.516,-8.771077,-2.0149,5.965741,-6.262
4.517,-8.773086,-2.0089,5.950084,-6.262
4.518,-8.775089,-2.003,5.93445,-6.262
4.519,-8.777086,-1.997,5.918839,-6.262
4.52,-8.779077,-1.9911,5.90325,-6.262
4.521,-8.781062,-1.9852,5.887685,-6.262
4.522,-8.783041,-1.9793,5.872142,-6.262
4.523,-8.785015,-1.9734,5.856622,-6.262
4.524,-8.786983,-1.9676,5.841126,-6.262
4.525,-8.788944,-1.9617,5.825654,-6.262
4.526,-8.7909,-1.9559,5.810205,-6.262
4.527,-8.79285,-1.9501,5.794779,-6.262
4.528,-8.794795,-1.9443,5.779378,-6.262
4.529,-8.796733,-1.9385,5.764001,-6.262
4.53,-8.798666,-1.9328,5.748648,-6.262
4.531,-8.800593,-1.927,5.733319,-6.262
4.532,-8.802514,-1.9213,5.718014,-6.262
4.533,-8.80443,-1.9156,5.702734,-6.262
4.534,-8.80634,-1.9099,5.687479,-6.262
4.535,-8.808244,-1.9042,5.672249,-6.262
4.536,-8.810142,-1.8985,5.657043,-6.262
4.537,-8.812035,-1.8929,5.641862,-6.262
4.538,-8.813922,-1.8872,5.626707,-6.262
4.539,-8.815804,-1.8816,5.611577,-6.262
4.54,-8.81768,-1.876,5.596472,-6.262
4.541,-8.81955,-1.8704,5.581392,-6.262
4.542,-8.821415,-1.8648,5.566339,-6.262
4.543,-8.823274,-1.8592,5.55131,-6.262
4.544,-8.825128,-1.8537,5.536308,-6.262
4.545,-8.826976,-1.8481,5.521331,-6.262
4.546,-8.828819,-1.8426,5.506381,-6.262
4.547,-8.830656,-1.8371,5.491456,-6.262
4.548,-8.832488,-1.8316,5.476558,-6.262
4.549,-8.834314,-1.8261,5.461686,-6.262
4.55,-8.836134,-1.8207,5.44684,-6.262
4.551,-8.83795,-1.8152,5.432021,-6.262
4.552,-8.839759,-1.8098,5.417228,-6.262
4.553,-8.841564,-1.8044,5.402462,-6.262
4.554,-8.843363,-1.799,5.387722,-6.262
4.555,-8.845156,-1.7936,5.37301,-6.262
4.556,-8.846945,-1.7882,5.358324,-6.262
4.557,-8.848727,-1.7829,5.343665,-6.262
4.558,-8.850505,-1.7775,5.329033,-6.262
4.559,-8.852277,-1.7722,5.314428,-6.262
4.56,-8.854044,-1.7669,5.299851,-6.262
4.561,-8.855806,-1.7616,5.2853,-6.262
4.562,-8.857562,-1.7563,5.270777,-6.262
4.563,-8.859313,-1.751,5.256282,-6.262
4.564,-8.861059,-1.7458,5.241814,-6.262
4.565,-8.862799,-1.7405,5.227373,-6.262
4.566,-8.864534,-1.7353,5.21296,-6.262
4.567,-8.866265,-1.7301,5.198575,-6.262
4.568,-8.867989,-1.7249,5.184217,-6.262
4.569,-8.869709,-1.7197,5.169887,-6.262
4.57,-8.871424,-1.7145,5.155586,-6.262
4.571,-8.873133,-1.7094,5.141312,-6.262
4.572,-8.874837,-1.7042,5.127066,-6.262
4.573,-8.876536,-1.6991,5.112848,-6.262
4.574,-8.87823,-1.694,5.098658,-6.262
4.575,-8.879919,-1.6889,5.084496,-6.262
4.576,-8.881603,-1.6838,5.070362,-6.262
4.577,-8.883282,-1.6787,5.056257,-6.262
4.578,-8.884956,-1.6737,5.04218,-6.262
4.579,-8.886624,-1.6686,5.028131,-6.262
4.58,-8.888288,-1.6636,5.014111,-6.262
4.581,-8.889946,-1.6586,5.000119,-6.262
4.582,-8.8916,-1.6536,4.986156,-6.262
4.583,-8.893249,-1.6486,4.972221,-6.262
4.584,-8.894892,-1.6436,4.958315,-6.262
4.585,-8.896531,-1.6387,4.944437,-6.262
4.586,-8.898165,-1.6337,4.930588,-6.262
4.587,-8.899793,-1.6288,4.916768,-6.262
4.588,-8.901417,-1.6239,4.902977,-6.262
4.589,-8.903036,-1.619,4.889214,-6.262
4.59,-8.90465,-1.6141,4.87548,-6.262
4.591,-8.90626,-1.6092,4.861775,-6.262
4.592,-8.907864,-1.6044,4.848099,-6.262
4.593,-8.909464,-1.5995,4.834451,-6.262
4.594,-8.911058,-1.5947,4.820833,-6.262
4.595,-8.912648,-1.5899,4.807243,-6.262
4.596,-8.914233,-1.5851,4.793683,-6.262
4.597,-8.915813,-1.5803,4.780152,-6.262
4.598,-8.917389,-1.5755,4.766649,-6.262
4.599,-8.91896,-1.5707,4.753176,-6.262
4.6,-8.920526,-1.566,4.739732,-6.262
4.601,-8.922087,-1.5612,4.726317,-6.262
4.602,-8.923643,-1.5565,4.712931,-6.262
4.603,-8.925195,-1.5518,4.699574,-6.262
4.604,-8.926742,-1.5471,4.686246,-6.262
4.605,-8.928284,-1.5424,4.672948,-6.262
4.606,-8.929822,-1.5377,4.659679,-6.262
4.607,-8.931355,-1.5331,4.646439,-6.262
4.608,-8.932884,-1.5284,4.633228,-6.262
4.609,-8.934407,-1.5238,4.620047,-6.262
4.61,-8.935927,-1.5192,4.606895,-6.262
4.611,-8.937441,-1.5146,4.593772,-6.262
4.612,-8.938951,-1.51,4.580679,-6.262
4.613,-8.940456,-1.5054,4.567614,-6.262
4.614,-8.941957,-1.5008,4.55458,-6.262
4.615,-8.943454,-1.4963,4.541574,-6.262
4.616,-8.944945,-1.4917,4.528598,-6.262
4.617,-8.946432,-1.4872,4.515651,-6.262
4.618,-8.947915,-1.4827,4.502734,-6.262
4.619,-8.949393,-1.4782,4.489846,-6.262
4.62,-8.950867,-1.4737,4.476987,-6.262
4.621,-8.952336,-1.4692,4.464158,-6.262
4.622,-8.953801,-1.4647,4.451358,-6.262
4.623,-8.955261,-1.4603,4.438588,-6.262
4.624,-8.956717,-1.4558,4.425847,-6.262
4.625,-8.958168,-1.4514,4.413135,-6.262
4.626,-8.959615,-1.447,4.400453,-6.262
4.627,-8.961058,-1.4426,4.3878,-6.262
4.628,-8.962496,-1.4382,4.375176,-6.262
4.629,-8.96393,-1.4338,4.362582,-6.262
4.63,-8.96536,-1.4295,4.350017,-6.262
4.631,-8.966785,-1.4251,4.337482,-6.262
4.632,-8.968206,-1.4208,4.324976,-6.262
4.633,-8.969622,-1.4165,4.3125,-6.262
4.634,-8.971034,-1.4122,4.300052,-6.262
4.635,-8.972442,-1.4079,4.287635,-6.262
4.636,-8.973846,-1.4036,4.275246,-6.262
4.637,-8.975245,-1.3993,4.262887,-6.262
4.638,-8.97664,-1.395,4.250557,-6.262
4.639,-8.978031,-1.3908,4.238257,-6.262
4.64,-8.979417,-1.3865,4.225986,-6.262
4.641,-8.9808,-1.3823,4.213744,-6.262
4.642,-8.982178,-1.3781,4.201531,-6.262
4.643,-8.983552,-1.3739,4.189348,-6.262
4.644,-8.984921,-1.3697,4.177194,-6.262
4.645,-8.986287,-1.3655,4.16507,-6.262
4.646,-8.987648,-1.3614,4.152974,-6.262
4.647,-8.989005,-1.3572,4.140908,-6.262
4.648,-8.990358,-1.3531,4.128871,-6.262
4.649,-8.991707,-1.3489,4.116863,-6.262
4.65,-8.993052,-1.3448,4.104885,-6.262
4.651,-8.994393,-1.3407,4.092935,-6.262
4.652,-8.99573,-1.3366,4.081015,-6.262
4.653,-8.997062,-1.3326,4.069124,-6.262
4.654,-8.998391,-1.3285,4.057262,-6.262
4.655,-8.999715,-1.3244,4.045429,-6.262
4.656,-9.001035,-1.3204,4.033626,-6.262
4.657,-9.002352,-1.3163,4.021851,-6.262
4.658,-9.003664,-1.3123,4.010105,-6.262
4.659,-9.004972,-1.3083,3.998388,-6.262
4.66,-9.006277,-1.3043,3.986701,-6.262
4.661,-9.007577,-1.3003,3.975042,-6.262
4.662,-9.008873,-1.2964,3.963412,-6.262
4.663,-9.010166,-1.2924,3.951811,-6.262
4.664,-9.011454,-1.2884,3.94024,-6.262
4.665,-9.012739,-1.2845,3.928696,-6.262
4.666,-9.014019,-1.2806,3.917182,-6.262
4.667,-9.015296,-1.2767,3.905697,-6.262
4.668,-9.016569,-1.2727,3.89424,-6.262
4.669,-9.017838,-1.2689,3.882813,-6.262
4.67,-9.019102,-1.265,3.871413,-6.262
4.671,-9.020364,-1.2611,3.860043,-6.262
4.672,-9.021621,-1.2572,3.848702,-6.262
4.673,-9.022874,-1.2534,3.837389,-6.262
4.674,-9.024124,-1.2496,3.826104,-6.262
4.675,-9.025369,-1.2457,3.814848,-6.262
4.676,-9.026611,-1.2419,3.803621,-6.262
4.677,-9.02785,-1.2381,3.792423,-6.262
4.678,-9.029084,-1.2343,3.781253,-6.262
4.679,-9.030314,-1.2305,3.770111,-6.262
4.68,-9.031541,-1.2268,3.758998,-6.262
4.681,-9.032764,-1.223,3.747913,-6.262
4.682,-9.033983,-1.2193,3.736857,-6.262
4.683,-9.035199,-1.2155,3.725829,-6.262
4.684,-9.036411,-1.2118,3.714829,-6.262
4.685,-9.037619,-1.2081,3.703858,-6.262
4.686,-9.038823,-1.2044,3.692915,-6.262
4.687,-9.040024,-1.2007,3.682,-6.262
4.688,-9.041221,-1.197,3.671113,-6.262
4.689,-9.042414,-1.1933,3.660254,-6.262
4.69,-9.043604,-1.1897,3.649424,-6.262
4.691,-9.04479,-1.186,3.638622,-6.262
4.692,-9.045972,-1.1824,3.627847,-6.262
4.693,-9.047151,-1.1788,3.617101,-6.262
4.694,-9.048326,-1.1751,3.606383,-6.262
4.695,-9.049498,-1.1715,3.595692,-6.262
4.696,-9.050666,-1.1679,3.58503,-6.262
4.697,-9.05183,-1.1643,3.574395,-6.262
4.698,-9.052991,-1.1608,3.563788,-6.262
4.699,-9.054148,-1.1572,3.553209,-6.262
4.7,-9.055302,-1.1537,3.542658,-6.262
4.701,-9.056452,-1.1501,3.532134,-6.262
4.702,-9.057598,-1.1466,3.521639,-6.262
4.703,-9.058741,-1.1431,3.51117,-6.262
4.704,-9.059881,-1.1395,3.50073,-6.262
4.705,-9.061017,-1.136,3.490317,-6.262
4.706,-9.062149,-1.1326,3.479931,-6.262
4.707,-9.063279,-1.1291,3.469573,-6.262
4.708,-9.064404,-1.1256,3.459242,-6.262
4.709,-9.065526,-1.1221,3.448939,-6.262
4.71,-9.066645,-1.1187,3.438663,-6.262
4.711,-9.06776,-1.1153,3.428414,-6.262
4.712,-9.068872,-1.1118,3.418193,-6.262
4.713,-9.069981,-1.1084,3.407998,-6.262
4.714,-9.071086,-1.105,3.397831,-6.262
4.715,-9.072187,-1.1016,3.387691,-6.262
4.716,-9.073285,-1.0982,3.377579,-6.262
4.717,-9.07438,-1.0948,3.367493,-6.262
4.718,-9.075472,-1.0915,3.357434,-6.262
4.719,-9.07656,-1.0881,3.347402,-6.262
4.72,-9.077645,-1.0848,3.337397,-6.262
4.721,-9.078726,-1.0814,3.327419,-6.262
4.722,-9.079804,-1.0781,3.317468,-6.262
4.723,-9.080879,-1.0748,3.307544,-6.262
4.724,-9.08195,-1.0715,3.297646,-6.262
4.725,-9.083019,-1.0682,3.287775,-6.262
4.726,-9.084083,-1.0649,3.277931,-6.262
4.727,-9.085145,-1.0616,3.268113,-6.262
4.728,-9.086203,-1.0584,3.258322,-6.262
4.729,-9.087259,-1.0551,3.248557,-6.262
4.73,-9.08831,-1.0518,3.238819,-6.262
4.731,-9.089359,-1.0486,3.229107,-6.262
4.732,-9.090404,-1.0454,3.219422,-6.262
4.733,-9.091446,-1.0422,3.209763,-6.262
4.734,-9.092485,-1.0389,3.20013,-6.262
4.735,-9.093521,-1.0357,3.190523,-6.262
4.736,-9.094554,-1.0326,3.180943,-6.262
4.737,-9.095583,-1.0294,3.171389,-6.262
4.738,-9.096609,-1.0262,3.161861,-6.262
4.739,-9.097632,-1.023,3.152358,-6.262
4.74,-9.098652,-1.0199,3.142882,-6.262
4.741,-9.099669,-1.0167,3.133432,-6.262
4.742,-9.100683,-1.0136,3.124008,-6.262
4.743,-9.101693,-1.0105,3.114609,-6.262
4.744,-9.1027,-1.0074,3.105237,-6.262
4.745,-9.103705,-1.0043,3.09589,-6.262
4.746,-9.104706,-1.0012,3.086569,-6.262
4.747,-9.105704,-0.9981,3.077273,-6.262
4.748,-9.106699,-0.995,3.068003,-6.262
4.749,-9.107691,-0.9919,3.058759,-6.262
4.75,-9.10868,-0.9889,3.04954,-6.262
4.751,-9.109666,-0.9858,3.040347,-6.262
4.752,-9.110648,-0.9828,3.031179,-6.262
4.753,-9.111628,-0.9798,3.022036,-6.262
4.754,-9.112605,-0.9767,3.012919,-6.262
4.755,-9.113579,-0.9737,3.003827,-6.262
4.756,-9.114549,-0.9707,2.99476,-6.262
4.757,-9.115517,-0.9677,2.985719,-6.262
4.758,-9.116482,-0.9647,2.976702,-6.262
4.759,-9.117444,-0.9618,2.967711,-6.262
4.76,-9.118402,-0.9588,2.958744,-6.262
4.761,-9.119358,-0.9558,2.949803,-6.262
4.762,-9.120311,-0.9529,2.940886,-6.262
4.763,-9.121261,-0.9499,2.931995,-6.262
4.764,-9.122208,-0.947,2.923128,-6.262
4.765,-9.123152,-0.9441,2.914286,-6.262
4.766,-9.124093,-0.9412,2.905468,-6.262
4.767,-9.125032,-0.9383,2.896675,-6.262
4.768,-9.125967,-0.9354,2.887907,-6.262
4.769,-9.1269,-0.9325,2.879164,-6.262
4.77,-9.127829,-0.9296,2.870444,-6.262
4.771,-9.128756,-0.9267,2.86175,-6.262
4.772,-9.12968,-0.9239,2.85308,-6.262
4.773,-9.130601,-0.921,2.844434,-6.262
4.774,-9.131519,-0.9182,2.835812,-6.262
4.775,-9.132434,-0.9153,2.827215,-6.262
4.776,-9.133347,-0.9125,2.818642,-6.262
4.777,-9.134257,-0.9097,2.810093,-6.262
4.778,-9.135163,-0.9069,2.801568,-6.262
4.779,-9.136068,-0.9041,2.793067,-6.262
4.78,-9.136969,-0.9013,2.78459,-6.262
4.781,-9.137867,-0.8985,2.776137,-6.262
4.782,-9.138763,-0.8957,2.767708,-6.262
4.783,-9.139656,-0.893,2.759303,-6.262
4.784,-9.140546,-0.8902,2.750921,-6.262
4.785,-9.141434,-0.8875,2.742563,-6.262
4.786,-9.142318,-0.8847,2.734229,-6.262
4.787,-9.1432,-0.882,2.725919,-6.262
4.788,-9.14408,-0.8793,2.717632,-6.262
4.789,-9.144956,-0.8765,2.709369,-6.262
4.79,-9.14583,-0.8738,2.701129,-6.262
4.791,-9.146701,-0.8711,2.692913,-6.262
4.792,-9.14757,-0.8684,2.68472,-6.262
4.793,-9.148435,-0.8657,2.67655,-6.262
4.794,-9.149298,-0.8631,2.668403,-6.262
4.795,-9.150159,-0.8604,2.66028,-6.262
4.796,-9.151016,-0.8577,2.65218,-6.262
4.797,-9.151872,-0.8551,2.644103,-6.262
4.798,-9.152724,-0.8524,2.636049,-6.262
4.799,-9.153574,-0.8498,2.628018,-6.262
4.8,-9.154421,-0.8472,2.62001,-6.262
4.801,-9.155266,-0.8446,2.612025,-6.262
4.802,-9.156108,-0.8419,2.604063,-6.262
4.803,-9.156947,-0.8393,2.596123,-6.262
4.804,-9.157784,-0.8367,2.588206,-6.262
4.805,-9.158618,-0.8342,2.580312,-6.262
4.806,-9.159449,-0.8316,2.572441,-6.262
4.807,-9.160278,-0.829,2.564592,-6.262
4.808,-9.161105,-0.8264,2.556766,-6.262
4.809,-9.161929,-0.8239,2.548962,-6.262
4.81,-9.16275,-0.8213,2.54118,-6.262
4.811,-9.163569,-0.8188,2.533421,-6.262
4.812,-9.164385,-0.8163,2.525685,-6.262
4.813,-9.165199,-0.8137,2.51797,-6.262
4.814,-9.16601,-0.8112,2.510278,-6.262
4.815,-9.166819,-0.8087,2.502608,-6.262
4.816,-9.167625,-0.8062,2.49496,-6.262
4.817,-9.168429,-0.8037,2.487334,-6.262
4.818,-9.16923,-0.8012,2.47973,-6.262
4.819,-9.170029,-0.7987,2.472148,-6.262
4.82,-9.170825,-0.7963,2.464588,-6.262
4.821,-9.171619,-0.7938,2.457049,-6.262
4.822,-9.17241,-0.7914,2.449533,-6.262
4.823,-9.173199,-0.7889,2.442038,-6.262
4.824,-9.173985,-0.7865,2.434565,-6.262
4.825,-9.174769,-0.784,2.427114,-6.262
4.826,-9.175551,-0.7816,2.419684,-6.262
4.827,-9.17633,-0.7792,2.412276,-6.262
4.828,-9.177107,-0.7768,2.404889,-6.262
4.829,-9.177881,-0.7744,2.397523,-6.262
4.83,-9.178653,-0.772,2.390179,-6.262
4.831,-9.179423,-0.7696,2.382857,-6.262
4.832,-9.18019,-0.7672,2.375555,-6.262
4.833,-9.180955,-0.7648,2.368275,-6.262
4.834,-9.181717,-0.7624,2.361016,-6.262
4.835,-9.182477,-0.7601,2.353778,-6.262
4.836,-9.183235,-0.7577,2.346561,-6.262
4.837,-9.183991,-0.7554,2.339365,-6.262
4.838,-9.184744,-0.753,2.33219,-6.262
4.839,-9.185494,-0.7507,2.325036,-6.262
4.84,-9.186243,-0.7484,2.317903,-6.262
4.841,-9.186989,-0.7461,2.310791,-6.262
4.842,-9.187733,-0.7438,2.303699,-6.262
4.843,-9.188474,-0.7415,2.296628,-6.262
4.844,-9.189213,-0.7392,2.289578,-6.262
4.845,-9.18995,-0.7369,2.282548,-6.262
4.846,-9.190685,-0.7346,2.275539,-6.262
4.847,-9.191417,-0.7323,2.268551,-6.262
4.848,-9.192147,-0.73,2.261582,-6.262
4.849,-9.192875,-0.7278,2.254635,-6.262
4.85,-9.1936,-0.7255,2.247707,-6.262
4.851,-9.194324,-0.7233,2.2408,-6.262
4.852,-9.195045,-0.721,2.233913,-6.262
4.853,-9.195763,-0.7188,2.227046,-6.262
4.854,-9.19648,-0.7166,2.220199,-6.262
4.855,-9.197194,-0.7144,2.213373,-6.262
4.856,-9.197906,-0.7121,2.206566,-6.262
4.857,-9.198616,-0.7099,2.19978,-6.262
4.858,-9.199324,-0.7077,2.193013,-6.262
4.859,-9.20003,-0.7055,2.186266,-6.262
4.86,-9.200733,-0.7034,2.179539,-6.262
4.861,-9.201434,-0.7012,2.172832,-6.262
4.862,-9.202133,-0.699,2.166145,-6.262
4.863,-9.20283,-0.6968,2.159477,-6.262
4.864,-9.203525,-0.6947,2.152829,-6.262
4.865,-9.204217,-0.6925,2.1462,-6.262
4.866,-9.204908,-0.6904,2.139591,-6.262
4.867,-9.205596,-0.6882,2.133002,-6.262
4.868,-9.206282,-0.6861,2.126431,-6.262
4.869,-9.206966,-0.684,2.119881,-6.262
4.87,-9.207648,-0.6819,2.113349,-6.262
4.871,-9.208328,-0.6797,2.106837,-6.262
4.872,-9.209005,-0.6776,2.100344,-6.262
4.873,-9.209681,-0.6755,2.09387,-6.262
4.874,-9.210354,-0.6734,2.087415,-6.262
4.875,-9.211026,-0.6714,2.080979,-6.262
4.876,-9.211695,-0.6693,2.074563,-6.262
4.877,-9.212362,-0.6672,2.068165,-6.262
4.878,-9.213027,-0.6651,2.061786,-6.262
4.879,-9.21369,-0.6631,2.055426,-6.262
4.88,-9.214351,-0.661,2.049085,-6.262
4.881,-9.21501,-0.659,2.042763,-6.262
4.882,-9.215667,-0.6569,2.036459,-6.262
4.883,-9.216322,-0.6549,2.030174,-6.262
4.884,-9.216975,-0.6529,2.023908,-6.262
4.885,-9.217626,-0.6508,2.01766,-6.262
4.886,-9.218275,-0.6488,2.011431,-6.262
4.887,-9.218921,-0.6468,2.00522,-6.262
4.888,-9.219566,-0.6448,1.999028,-6.262
4.889,-9.220209,-0.6428,1.992854,-6.262
4.89,-9.22085,-0.6408,1.986698,-6.262
4.891,-9.221489,-0.6388,1.980561,-6.262
4.892,-9.222125,-0.6368,1.974441,-6.262
4.893,-9.22276,-0.6349,1.96834,-6.262
4.894,-9.223393,-0.6329,1.962258,-6.262
4.895,-9.224024,-0.6309,1.956193,-6.262
4.896,-9.224653,-0.629,1.950146,-6.262
4.897,-9.22528,-0.627,1.944117,-6.262
4.898,-9.225905,-0.6251,1.938106,-6.262
4.899,-9.226528,-0.6231,1.932113,-6.262
4.9,-9.22715,-0.6212,1.926138,-6.262
4.901,-9.227769,-0.6193,1.920181,-6.262
4.902,-9.228386,-0.6174,1.914241,-6.262
4.903,-9.229002,-0.6155,1.908319,-6.262
4.904,-9.229615,-0.6135,1.902415,-6.262
4.905,-9.230227,-0.6116,1.896528,-6.262
4.906,-9.230837,-0.6097,1.890659,-6.262
4.907,-9.231445,-0.6079,1.884807,-6.262
4.908,-9.232051,-0.606,1.878973,-6.262
4.909,-9.232655,-0.6041,1.873156,-6.262
4.91,-9.233257,-0.6022,1.867357,-6.262
4.911,-9.233857,-0.6004,1.861575,-6.262
4.912,-9.234456,-0.5985,1.85581,-6.262
4.913,-9.235052,-0.5966,1.850062,-6.262
4.914,-9.235647,-0.5948,1.844332,-6.262
